id,year,name,yrfound,plfound,aims,activities,orgtype,direct_promotion,ltrcode,democracy,cat1,demcat1,demcat_rob,demsocialism,christdem,Afghanistan,Albania,Algeria,AmericanSamoa,Andorra,Angola,AntiguaandBarbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,BahamasThe,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,BosniaandHerzegovina,Botswana,Brazil,BritishVirginIslands,BruneiDarussalam,Bulgaria,BurkinaFaso,Burundi,CaboVerde,Cambodia,Cameroon,Canada,CaymanIslands,CentralAfricanRepublic,Chad,ChannelIslands,Chile,China,Colombia,Comoros,CongoDemRep,CongoRep,CostaRica,CotedIvoire,Croatia,Cuba,Curacao,Cyprus,CzechRepublic,Czechoslovakia,Denmark,Djibouti,Dominica,DominicanRepublic,Ecuador,EgyptArabRep,ElSalvador,EquatorialGuinea,Eritrea,Estonia,Eswatini,Ethiopia,FaroeIslands,Fiji,Finland,France,FrenchPolynesia,Gabon,GambiaThe,Georgia,Germany,GermanyDR,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,GuineaBissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,IranIslamicRep,Iraq,Ireland,IsleofMan,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,KoreaDemPeoplesRep,KoreaRep,Kuwait,KyrgyzRepublic,LaoPDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MacaoSARChina,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,MarshallIslands,Mauritania,Mauritius,Mexico,MicronesiaFedSts,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,NewCaledonia,NewZealand,Nicaragua,Niger,Nigeria,NorthMacedonia,NorthernMarianaIslands,Norway,Oman,Pakistan,Palau,Panama,PapuaNewGuinea,Paraguay,Peru,Philippines,Poland,Portugal,PuertoRico,Qatar,Romania,RussianFederation,Rwanda,Samoa,SanMarino,SaoTomeandPrincipe,SaudiArabia,Senegal,Serbia,Seychelles,SierraLeone,Singapore,SintMaartenDutchpart,SlovakRepublic,Slovenia,SolomonIslands,Somalia,SouthAfrica,SouthSudan,Spain,SriLanka,StKittsandNevis,StLucia,StMartinFrenchpart,StVincentandtheGrenadines,Sudan,Suriname,Sweden,Switzerland,SyrianArabRepublic,Tajikistan,Tanzania,Thailand,TimorLeste,Togo,Tonga,TrinidadandTobago,Tunisia,Turkey,Turkmenistan,TurksandCaicosIslands,Tuvalu,Uganda,Ukraine,UnitedArabEmirates,UnitedKingdom,UnitedStates,Uruguay,Uzbekistan,Vanuatu,VenezuelaRB,Vietnam,VirginIslandsUS,YemenPDR,YemenAR,Yemen,Zambia,Zimbabwe,cties1,cties2,dirdem,cties3
F0266,2000,Christian Democratic International (CDI),1961,Chile,"Promote and coordinate international activity of Christian Democratic parties, ensuring political solidarity; carry out doctrinal and political research of general interest for Christian democracy; disseminate Christian democratic ideas and promote knowledge of their achievements.",Seminars on the ideological and political platform of CDI. Permanent committees (4) on: development; economic problems; human rights; relations with United Nations. Information and documentation service for members. Coordinates political and vocational training centers in most member countries.,F,1,y,1,Christian Democracy,"Democracy, general",,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,,,0,0,0,68,,1,
F0337,2000,Assembly of the Block of Nations in Europe and Asia for Freedom and Democracy (ABN),1946,Ukraine,"Liberate nations subjugated by Soviet Russian imperialism and communism through coordinated efforts of these nations and the re-establishment of independent, sovereign, and democratic states.",International conferences and congresses; publications; press conferences; meetings with international political figures; aid to subjugated nations.,F,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,,,0,0,0,62,62,1,62
F0623,2000,Christian Democratic Women of America (CDWA),1967,Chile,"Works for transforming Latin America according to the Christian democratic principles; further and defend the values of the human being and the principles of liberty, democracy, justice and peace; strive to achieve the full promotion of women at all levels of the society especially in the political field.","Training courses; fight for the promotion of women; seminars, meetings.",F,1,,1,Christian Democracy,"Democracy, general",,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,0,0,0,22,,1,
F0708,2000,International Movement Against All Forms of Discriminiation and Racism (IMADR),1988,Japan,"Embody the Universal Declaration of Human Rights and other international human rights instruments, in keeping with the spirit of the United Nations Charter and in close cooperation with United Nations in human rights activities; in particular, eliminate all forms of discrimination from all parts of the world and promote the human rights; make contributions in order to properly resolve problems in the above field, through such means as investigations, research, educational and appealing activities.",Investigations and research concerning all forms of discrimination existing in the world. Lecture classes and meetings; study meetings. Participates in and makes proposals to human rights related conferences held by the United Nations and its specialized agencies. Publishing activity.,F,1,,0,Legal Equality,Rule of law,Rule of law,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,0,0,0,21,21,,
F0854,2000,World Organization Against Torture (OMCT),1985,Switzerland,"Struggle against torture, summary executions, disappearances, psychiatric internment for political reasons and all other cruel, inhuman or degrading treatment.","Facilitates virtually instantaneous intervention on behalf of people threatened by torture, thanks to the information transmitted daily by the Organization's world-wide network of reliable organizations. Operates on four levels (1): ensures rapid distribution of information; (2) by offering a contact NGO policy for action; (3) by advising organizations about international procedures; (4) by bringing urgent assistance to victims of torture and those seeking to help them in the field.",F,1,y,0,Dignity/Integrity,Civil liberties,Civil liberties,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,,,0,0,1,96,96,,
F1007,2000,Hansard Society for Parliamentary Government,1944,United Kingdom,Promote knowledge of and interest in parliamentary government as well as political awareness,Organizes conferences for young people in the UK and international conferences; promotes research on controversial aspects of modern democratic government and unbiased political education in schools and institutes of further education. Monitors the televising of the house of lords and the house of commons (UK). Runs: central and eastern European program; Hansard scholars program.,E,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,12,12,1,12
F1143,2000,Women and Law in Southern Africa Research Trust (WLSA),1987,,"Improve legal status of women in Southern Africa; develop research skills of women's laws researchers; conduct research on gender issues in Southern Africa, particularly those related to legal rights; provide information on gender and the law and influencing policy and law reform in each country and exchange this information among member countries; explore and develop new methodologies and perspectives for the study of gender and the law; cooperate and liaise with other organizations in each country, regionally and internationally.","Development of a regional network of women and men researching women's legal rights. Regional seminars. Studies for all seven member countries. Programs of action (6): activist research (core program); information dissemination and documentation; legal advice and services; lobbying and advocacy for policy, legal reform and change; networking; training and education on women's rights.",F,1,,0,Legal Equality,Rule of law,Rule of law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,1,7,7,,
F1521,2000,European Democrat Group (EDG),1969,,,,,,,,"Democracy, general","Democracy, general","Democracy, general",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
F1611,2000,"Europe 2000, Bruxelles",1989,Belgium,"Independent of any political interference, study systemically and promote conditions likely to favour maintenance of the state governed by the rule of law and based on respect for human rights, in European society of the second millennium","Submits proposals for appropriate action and legislation to constituted authorities, as well as executive, judicial and consultative bodies. In support of its objectives, Europe 2000 pursues programmes like: organization of conferences and seminars; provision of expert counsel to public and private bodies; assistance to groups and individuals pursuing the same objectives.",F,1,,0,Rule of Law,Rule of law,Rule of law,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0,0,28,28,,
F1744,2000,Romanian World Congress (RWC),1988,France,"Through peaceful means, assist the Democratic forces in Romania to change the communist regime into a democratic regime; implement democratic reforms which should result in social and political liberation of Romania; replace the state-owned economy with free market economy; establish a democratic society in which all human rights are to be observed and guaranteed, thus eliminating any possible discrimination.","Sends humanitarian assistance, medicine and medical equipment to Romania. Cooperates with Christian children funds to assist Romanian orphanages. Propagates inside Romania the goals of a free and democratic Romania. Works with the politicians of the democratic countries to explain the situation in Romania and cooperates with them in achieving the goals of RWC.",F,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,0,0,16,16,1,16
F1768,2000,Coalition of NGOs Concerned with Impunity for Violators of Human Rights,1987,,Struggle for human rights throughout the world; strengthen constitutional governments in countries where gross violations of human rights have occurred; ensure full respect for human rights and peace in countries which have overcome authoritarian rule.,,F,1,y,0,Anti-Authoritarian,"Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,6,6,,
F1794,2000,Unrepresented Nations and Peoples Organization (UNPO),1991,Netherlands,"Empower those nations, minorities and peoples not represented in established international forum by: providing a legitimate forum and effective channels to communicate with the international community, including governments, NGOs, IGOs, and the media; detecting and investigating situations of potential conflict, preventive diplomacy and assistance in conflict resolution processes, including negotiations; promoting democratic processes and institutions, and providing services to more effectively empower all sectors of society to participate in determining the destiny of their nations and peoples.","Conflict prevention and resolution by sending fact-finding missions, assisting with negotiation, providing various training sessions and early warning through information dissemination and organizing awareness raising tours for member delegates. Promotion of democratic processes and institutions through election monitoring and providing constitutional and other advisory services. Promotion of effective participation at the United Nations through information dissemination, training and provision of technical assistance to member delegates participating in meetings of UN human rights bodies. Media and information center. Conferences and workshops. Includes friends of UNPO.",F,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,0,0,0,34,34,1,34
F1834,2000,Nordic Christian Democratic Youth,1970,,,,,,,,Christian Democracy,"Democracy, general",,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1841,2000,Asian-Pacific League for Freedom and Democracy (APLFD),1954,Korea Rep,,,,,,,"Democracy, general","Democracy, general","Democracy, general",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
F1976,2000,Transnational Radical Party (TRP),1988,,"As a Gandhian, non-violent organization, promote international political campaigns concerning: respect for human rights, particularly in non-democratic countries; promotion of democracy and freedom; anti-prohibitionist policies on drugs and against illegal trafficking in drugs; abolition of capital punishment; language rights and the use of Esperanto as the auxiliary language of international institutions; democratic reform of the United Nations.",Campaign for the setting up of international criminal court ,F,1,v,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,,,0,0,0,48,48,1,48
F2013,2000,Caribbean Human Rights Network,1987,Guyana,"Disseminate information to national, regional and international organizations; promote human rights at the regional level - this includes embarking on regional campaigns; assist in the coordination of regional human rights action programmes; facilitate the exchange of visits between persons or groups with a human rights interest; mount missions - fact-finding and election observer missions.","Promotion of human rights in the Caribbean by means of: (a) coordination of regional campaigns on human rights issues; (b) urging ratification of Conventions and strengthening inter-governmental machinery; (c) creating an informed regional public opinion through education awareness; (d) strengthening the capacity of local human rights bodies for effective action. As far as the methods of work are concerned, the Network: (a) Routinely cooperates with regional and international human rights bodies in the exchange of information, joint actions and facilitating missions and visits in the region; (b) Takes initiatives at the request of affiliates; (c) Attempts to interest the Caribbean media in human rights issues. Major areas of concern: police brutality; elections and democracy; freedom of expression. Current new programmes: (i) Women's Rights; (ii) Death Penalty; (iii) Democracy within the Region; (iv) Documentation; (iv); (v) Monitoring Socio-Economic Conditions and its Negative Impact on Caribbean peoples; (vii) human rights education and training.",F,1,,1,Elections,Elections,Elections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,9,9,1,9
F2040,2000,World Union of Free Romanians (WUFR),1984,Switzerland,"Fight for the following objectives: national sovereignty and independence; territorial integrity within the natural borders of the Romanian people; democracy; equal rights for all Romanian citizens, regardless of ethnic, religious or social belonging; the defense of the rights of Romanians living abroad; the setting up of associations of nations, so as to prevent the emergence of hegemony; preservation of Romanian culture and traditions; accumulation of knowledge about the intimate structure of totalitarianism in order to combat it effectively.",,F,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,,0,0,0,25,25,1,25
F2254,2000,Helsinki Citizens' Assembly (hCa),1990,Czech Republic,"As an international coalition of civil society initiatives, East and West, work for the integration of Europe from the citizens' level; in particular, aid the process of transition of post communist countries, especially in issues connected with basic values of democracy - tolerance, mutual understanding and confidence, human rights and political and economic reconstruction; carry out projects addressing issues of peace and integration among citizens.","Functions as a network of NGOs across Europe, focusing on local and regional issues and cooperating through hCa International secretariat. Organizes: annual summer school for international dialogue; youth network; investigative missions to conflict areas; fora for international dialogue among citizens. Projects have been implemented in the trans-Caucasus countries, Hungary, Poland, Czech Republic, Slovakia and the former Yugoslav states. Commission themes: 1. 'Human Rights - including rights of minorities' - Helsinki refugee consensus. 2. 'civil society and the institutionalization of the process of European integration' - including 3 ongoing workshops: charter for the hCA - Magna Charter Gentium - European Constitution; Direct involvement of civil society (hCA) in the Helsinki process; a road for Europe - from confederal to federal structures.",F,1,,1,Civil Society/Citizen Education,Civil liberties,Civil liberties,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,0,0,0,20,20,1,20
F2338,2000,International Institute for Democracy,1989,France,"Encourage cooperation on a worldwide scale between governmental, non-governmental and interparliamentary organizations and among national Parliaments, with a view to promoting and strengthening pluralistic democracy. Establish contact with public and private national and international foundations and institutions and collect information on their composition, objectives and activities; serve as a clearinghouse for dissemination of information on current efforts of organizations and institutions promoting democracy; assist all countries, especially those undergoing democratization or wishing documentation on the functioning of a pluralistic democracy; promote research into parliamentary democracy in cooperation with universities; act as a documentation center on parliamentary democracy; organizes seminars on parliamentary practice and procedure for parliamentarians and civil servants of parliament in new emerging democracies.",Organizes meetings and training seminars.,F,1,,1,"Democracy, general","Democracy, general","Democracy, general",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,21,21,1,21
